name,price,categoryName
"Premium Toner 3035",299,"Skincare"
"Ultra Drill Machine",5799,"Tools & Hardware"
"Heavy Duty Cookbook 3037",499,"Books"
"Fast Running Shoes",6949,"Footwear"
"Lite Room Freshener 3039",4099,"Fragrances"
"Fast Doll House 3040",2199,"Toys & Games"
"Elite Meditation Cushion",1399,"Yoga"
"Portable Yoga Mat 3042",399,"Sports & Fitness"
"Elite Mystery Book",349,"Fiction"
"Ergonomic Yoga Mat",10849,"Sports & Fitness"
"Slim Serum",3199,"Skincare"
"Pro Knife Set 3046",2049,"Home & Kitchen"
"Ergonomic Building Blocks 3047",3549,"Toys & Games"
"Dual Quilt 3048",3699,"Bedding"
"Dual Air Fryer",25199,"Appliances"
"Ultra Jump Rope",6499,"Sports & Fitness"
"Digital Car Charger",7999,"Automotive"
"Premium Yoga Strap",1749,"Yoga"
"Lite Highlighter Set",699,"Stationery"
"Lite Cookbook",1599,"Books"
"Elite Sticky Notes",2349,"Office Supplies"
"Premium Mixer Grinder",14299,"Appliances"
"Dual Room Freshener 3057",1399,"Fragrances"
"Ultra Kurti 3058",6649,"Women Fashion"
"Premium Pliers",6199,"Tools & Hardware"
"Classic Saree",7599,"Women Fashion"
"Heavy Duty Dinner Set",3599,"Home & Kitchen"
"Elite Monopoly 3062",1899,"Board Games"
"Slim Quilt",5999,"Bedding"
"Classic Water Bottle Cage",2499,"Cycling"
"Elite USB Hub",33999,"Electronics"
"Dual Tent 3066",9199,"Outdoor Sports"
"Professional Chinos",899,"Men Fashion"
"Eco Friendly Face Mask",1449,"Skincare"
"Slim Comforter 3069",4549,"Bedding"
"Slim Sunscreen 3070",599,"Beauty & Personal Care"
"Heavy Duty Thriller Novel",999,"Fiction"
"Smart Dino Figure 3072",899,"Action Figures"
"Ultra Sofa 3073",47299,"Furniture"
"Wireless Tawa 3074",4649,"Cookware"
"Pro Attar 3075",2699,"Fragrances"
"Lite Steering Wheel Cover",7599,"Automotive"
"High Performance Android Tablet 3077",47649,"Tablets"
"Advanced Yoga Mat 3078",14499,"Sports & Fitness"
"Eco Friendly Shampoo 3079",1999,"Haircare"
"Portable Building Blocks 3080",5099,"Toys & Games"
"Eco Friendly Foam Roller 3081",2899,"Yoga"
"Ultra Sci-Fi Novel",149,"Fiction"
"Premium Car Polish 3083",2299,"Car Accessories"
"Wireless Sci-Fi Novel 3084",399,"Fiction"
"Fast Yoga Block",2299,"Yoga"
"Compact Science Kit",1199,"Educational Toys"
"Elite Camera Phone 3087",91799,"Smartphones"
"Smart Mattress Protector",5699,"Bedding"
"Eco Friendly Alphabet Blocks",899,"Educational Toys"
"Lite Conditioner",1999,"Haircare"
"Wireless Budget Phone 3091",48999,"Smartphones"
"Portable Water Jug",1199,"Home & Kitchen"
"Professional Storage Box",4399,"Home & Kitchen"
"Dual Charging Cable",249,"Accessories"
"Fast Phone Case 3095",1699,"Accessories"
"Heavy Duty Drill Machine",3799,"Tools & Hardware"
"High Performance Bicycle Light",999,"Cycling"
"Fast Saree",7099,"Women Fashion"
"Compact Phone Case 3099",1099,"Accessories"
"Ultra Barbell 3100",47299,"Gym Equipment"
"Lite Phone Case",2599,"Accessories"
"Fast Sandals 3102",4899,"Footwear"
"Professional Pliers",2349,"Tools & Hardware"
"Ergonomic Ab Roller 3104",4449,"Sports & Fitness"
"Professional Mixer Grinder 3105",15349,"Appliances"
"Slim Ballpoint Pen",1499,"Stationery"
"Eco Friendly Leggings",2149,"Women Fashion"
"Ergonomic Science Kit 3108",3199,"Educational Toys"
"Fast Pressure Cooker",5099,"Cookware"
"Smart Dictionary 3110",1449,"Books"
"Wireless Desk Organiser",2799,"Office Supplies"
"Advanced Android Tablet 3112",23899,"Tablets"
"Premium Seat Cover 3113",8499,"Automotive"
"Lite Biography 3114",2199,"Books"
"Lite Chess Set",1899,"Board Games"
"Ergonomic Travel Guide",699,"Non-Fiction"
"Fast Card Game 3117",1399,"Board Games"
"Smart Polo Shirt 3118",799,"Men Fashion"
"Portable Attar 3119",11599,"Fragrances"
"High Performance Building Blocks 3120",1099,"Toys & Games"
"Slim Sunscreen 3121",1649,"Beauty & Personal Care"
"Advanced Camera Phone",113599,"Smartphones"
"High Performance Gaming Laptop 3123",45899,"Laptops"
"Wireless Body Mist",2599,"Fragrances"
"Smart Flip Flops",2549,"Footwear"
"Wireless Stand 3126",2449,"Accessories"
"Classic Organiser Bag",2399,"Car Accessories"
"Ergonomic Sleeping Bag 3128",11649,"Outdoor Sports"
"Fast Eyeshadow Palette",4999,"Makeup"
"Slim Robot Toy",599,"Action Figures"
"Dual Bolster",1899,"Yoga"
"Heavy Duty Anime Figure",3649,"Action Figures"
"Wireless Face Mask",4799,"Skincare"
"Wireless Foam Puzzle 3134",999,"Puzzles"
"Slim Attar",10099,"Fragrances"
"Ultra Bluetooth Speaker 3136",60999,"Electronics"
"Digital Hair Mask 3137",1099,"Haircare"
"Premium E-Reader",29499,"Tablets"
"Portable Formal Shirt",4399,"Clothing"
"Wireless Yoga Mat",6549,"Sports & Fitness"
"Dual Yoga Mat 3141",6599,"Sports & Fitness"
"Wireless Highlighter Set",1099,"Stationery"
"Slim Biography",199,"Books"
"Ergonomic Cutting Board",2699,"Home & Kitchen"
"Digital Desk Organiser",2999,"Office Supplies"
"Elite Sandals 3146",699,"Footwear"
"Elite Hair Mask 3147",1299,"Haircare"
"Wireless Romance Novel 3148",599,"Fiction"
"Fast Travel Guide",1099,"Non-Fiction"
"Eco Friendly Hoodie 3150",4699,"Clothing"
"Premium Running Shoes",5599,"Footwear"
"Portable Earbuds 3152",47199,"Electronics"
"Compact Stand 3153",2099,"Accessories"
"Smart Storage Box 3154",699,"Home & Kitchen"
"Smart Attar",3799,"Fragrances"
"Compact 500 Piece Puzzle 3156",599,"Puzzles"
"Eco Friendly Sandals",1699,"Footwear"
"Elite School Uniform 3158",2099,"Kids Wear"
"Elite Serum 3159",699,"Skincare"
"Eco Friendly Gaming Laptop 3160",74199,"Laptops"
"Ergonomic Bicycle Light 3161",4399,"Cycling"
"Ergonomic Blazer",5099,"Men Fashion"
"Fast Superhero Comic 3163",1049,"Comics"
"Slim Romance Novel 3164",499,"Fiction"
"Ergonomic Formal Shirt",4599,"Clothing"
"Elite Smart Watch",54199,"Electronics"
"Elite 500 Piece Puzzle",1899,"Puzzles"
"Heavy Duty Webcomic Collection 3168",699,"Comics"
"Ultra Jacket 3169",2199,"Clothing"
"Heavy Duty Car Charger",8499,"Automotive"
"Ultra Car Polish",1099,"Car Accessories"
"Dual True Crime",1199,"Non-Fiction"
"Heavy Duty Office Chair 3173",29299,"Furniture"
"Premium Quilt 3174",4249,"Bedding"
"Lite Sun Shade 3175",2099,"Car Accessories"
"Professional Seat Cover 3176",10699,"Automotive"
"Lite Travel Guide 3177",449,"Non-Fiction"
"Digital Water Bottle Cage 3178",999,"Cycling"
"Slim Android Tablet 3179",27999,"Tablets"
"Heavy Duty Hoodie",3549,"Clothing"
"Ultra Microwave",26099,"Appliances"
"Heavy Duty Bed Sheet 3182",3099,"Bedding"
"Slim Bed Frame",57199,"Furniture"
"High Performance Novel 3184",2299,"Books"
"Wireless Sticky Notes",399,"Office Supplies"
"Dual Reference Guide",2399,"Academic"
"Heavy Duty Globe",3799,"Educational Toys"
"Premium Building Blocks 3188",1099,"Toys & Games"
"Pro Practice Tests",2699,"Academic"
"Heavy Duty Track Pants 3190",5799,"Men Fashion"
"Professional Weight Bench 3191",73699,"Gym Equipment"
"High Performance Joggers",899,"Kids Wear"
"Eco Friendly Weight Bench",32899,"Gym Equipment"
"Portable T-Shirt",1699,"Clothing"
"Classic Room Freshener 3195",8199,"Fragrances"
"Ultra 1000 Piece Puzzle 3196",1299,"Puzzles"
"Smart Smart Watch",78999,"Electronics"
"Dual Cutting Board",2399,"Home & Kitchen"
"Ultra Hair Mask 3199",299,"Haircare"
"Eco Friendly Sci-Fi Novel 3200",999,"Fiction"
"Fast Dino Figure 3201",4149,"Action Figures"
"Smart Cutting Board 3202",2649,"Home & Kitchen"
"Dual Bluetooth Speaker",20199,"Electronics"
"Fast Dumbbell Set 3204",2999,"Sports & Fitness"
"High Performance Reference Guide 3205",2299,"Academic"
"High Performance Bed Sheet",6499,"Bedding"
"Classic Phone Case",1899,"Accessories"
"Premium Convertible Tablet",50299,"Tablets"
"Digital Desk Organiser 3209",1499,"Office Supplies"
"Ergonomic Geometric Box",1399,"Stationery"
"Portable Denim Jeans",3499,"Clothing"
"Ergonomic Android Phone 3212",80199,"Smartphones"
"Fast Foam Roller",799,"Yoga"
"Classic 3D Puzzle",1099,"Puzzles"
"Elite Pliers",2299,"Tools & Hardware"
"High Performance Study Table 3216",69049,"Furniture"
"Digital Romance Novel",499,"Fiction"
"Smart E-Reader",8799,"Tablets"
"Fast Robot Toy 3219",4349,"Action Figures"
"Ergonomic School Uniform 3220",799,"Kids Wear"
"Slim Manga Volume 3221",599,"Comics"
"Compact Yoga Mat 3222",12049,"Sports & Fitness"
"Fast Thriller Novel 3223",899,"Fiction"
"Slim Sun Shade 3224",2599,"Car Accessories"
"Heavy Duty Fantasy Book",599,"Fiction"
"Classic Wooden Puzzle 3226",149,"Puzzles"
"Pro 3D Puzzle",1599,"Puzzles"
"Wireless 1000 Piece Puzzle 3228",599,"Puzzles"
"Fast Practice Tests",2599,"Academic"
"Heavy Duty Drill Machine 3230",5999,"Tools & Hardware"
"Fast Bicycle Light",4599,"Cycling"
"Smart Novel",949,"Books"
"Fast Car Charger 3233",12249,"Automotive"
"Pro Organiser Bag",1999,"Car Accessories"
"Elite Football 3235",14699,"Outdoor Sports"
"Portable Kids Tablet 3236",28949,"Tablets"
"Portable Eye Cream 3237",4599,"Skincare"
"Heavy Duty Android Tablet 3238",65899,"Tablets"
"Fast Drawing Tablet",32099,"Tablets"
"Pro School Uniform 3240",1299,"Kids Wear"
"Elite 500 Piece Puzzle 3241",1599,"Puzzles"
"Lite Textbook 3242",2349,"Academic"
"Professional Microwave 3243",25699,"Appliances"
"Fast Camera Phone 3244",109999,"Smartphones"
"Eco Friendly Scrabble",2799,"Board Games"
"Ergonomic Sunscreen",1599,"Beauty & Personal Care"
"Advanced Bolster",2399,"Yoga"
"Premium Science Book",1499,"Non-Fiction"
"Advanced Blazer",5499,"Men Fashion"
"Classic Polo Shirt",749,"Men Fashion"
"Ultra LED Monitor 3251",69099,"Electronics"
"Portable Car Polish 3252",1199,"Car Accessories"
"High Performance Helmet",3149,"Cycling"
"Premium LED Monitor",81849,"Electronics"
"Fast Chromebook 3255",87899,"Laptops"
"Premium Thriller Novel",349,"Fiction"
"Slim Shampoo",1699,"Haircare"
"Professional Iron Box",8399,"Appliances"
"Fast Fantasy Book 3259",699,"Fiction"
"Portable Dash Camera",2499,"Automotive"
"Advanced Kurta 3261",2399,"Men Fashion"
"Compact Dungaree 3262",1999,"Kids Wear"
"Ultra Knife Set",4799,"Home & Kitchen"
"Ultra Sandals 3264",11599,"Footwear"
"Classic Graphic Novel",1499,"Comics"
"Digital Mattress Protector 3266",7799,"Bedding"
"High Performance Dictionary",2399,"Books"
"Professional Blazer",899,"Men Fashion"
"Fast Foam Puzzle",1999,"Puzzles"
"Compact Yoga Mat 3270",14099,"Sports & Fitness"
"Advanced Kadai",3299,"Cookware"
"Dual Ab Roller",14399,"Sports & Fitness"
"Advanced Water Jug 3273",399,"Home & Kitchen"
"Dual Printed Tee 3274",2299,"Kids Wear"
"Digital Blouse",2099,"Women Fashion"
"Pro Bed Frame 3276",8899,"Furniture"
"Fast Webcomic Collection 3277",1499,"Comics"
"Premium Shampoo 3278",899,"Haircare"
"Compact Dictionary",949,"Books"
"Premium Eyeshadow Palette 3280",1049,"Makeup"
"Fast Comforter 3281",4649,"Bedding"
"Heavy Duty Remote Control Car 3282",3699,"Toys & Games"
"Eco Friendly Science Book 3283",1399,"Non-Fiction"
"Slim Notebook 3284",999,"Stationery"
"Professional Resistance Band",7199,"Sports & Fitness"
"Ergonomic Romance Novel 3286",299,"Fiction"
"Lite 5G Phone 3287",40549,"Smartphones"
"Dual Alphabet Blocks",2049,"Educational Toys"
"Heavy Duty Webcomic Collection 3289",1499,"Comics"
"Pro Study Table 3290",20949,"Furniture"
"Dual Sunscreen 3291",2799,"Beauty & Personal Care"
"Lite Scrabble",899,"Board Games"
"Elite Yoga Strap",2299,"Yoga"
"Portable Formal Shoes",9699,"Footwear"
"Compact Weight Bench 3295",51599,"Gym Equipment"
"Elite Camera Phone 3296",49099,"Smartphones"
"Heavy Duty Sunscreen 3297",2799,"Beauty & Personal Care"
"Elite Cycling Gloves 3298",899,"Cycling"
"Professional Stand",3299,"Accessories"
"Lite Badminton Racket",16249,"Outdoor Sports"
"Slim Kurti 3301",6649,"Women Fashion"
"Wireless Water Jug",1799,"Home & Kitchen"
"Digital Car Charger 3303",4099,"Automotive"
"Eco Friendly Globe 3304",3199,"Educational Toys"
"Wireless Wooden Puzzle",1799,"Puzzles"
"Fast Novel",1099,"Books"
"Wireless Chinos 3307",949,"Men Fashion"
"Lite File Folder 3308",2349,"Office Supplies"
"Lite Pillow Cover 3309",3899,"Bedding"
"Digital Shampoo",1999,"Haircare"
"Ultra Building Blocks",1349,"Toys & Games"
"Premium Mattress Protector 3312",1699,"Bedding"
"Wireless Body Mist 3313",5799,"Fragrances"
"Ergonomic Denim Jeans",4399,"Clothing"
"High Performance Running Shoes",3349,"Footwear"
"Pro Tawa 3316",1499,"Cookware"
"Premium Knife Set",3399,"Home & Kitchen"
"Elite Dumbbell Set 3318",13299,"Sports & Fitness"
"Premium Blush",3549,"Makeup"
"Dual Comforter",7299,"Bedding"
"Smart Air Fryer 3321",37399,"Appliances"
"High Performance Tawa 3322",4449,"Cookware"
"Premium Knife Set 3323",1999,"Home & Kitchen"
"Heavy Duty E-Reader 3324",55299,"Tablets"
"Pro School Uniform 3325",1299,"Kids Wear"
"Dual Office Chair 3326",14799,"Furniture"
"Elite Air Fryer 3327",36849,"Appliances"
"Compact Treadmill",67299,"Gym Equipment"
"Lite Air Fryer",6599,"Appliances"
"Professional Kids Tablet 3330",29199,"Tablets"
"Dual 3D Puzzle 3331",1849,"Puzzles"
"Eco Friendly Doll House 3332",7299,"Toys & Games"
"Premium Gaming Laptop 3333",94899,"Laptops"
"Ultra Attar 3334",10799,"Fragrances"
"Digital Ballpoint Pen",1399,"Stationery"
"Elite Weight Bench 3336",14599,"Gym Equipment"
"Dual Phone Case 3337",2599,"Accessories"
"High Performance Romance Novel 3338",549,"Fiction"
"High Performance Moisturiser 3339",899,"Beauty & Personal Care"
"Ergonomic Printed Tee 3340",1499,"Kids Wear"
"Compact Dungaree 3341",2049,"Kids Wear"
"Advanced Blouse",7599,"Women Fashion"
"Portable Dress 3343",999,"Women Fashion"
"Portable Mascara 3344",3349,"Makeup"
"Ultra Bed Sheet",4799,"Bedding"
"Elite Sketch Pens 3346",699,"Stationery"
"Fast Mattress Protector",1649,"Bedding"
"Wireless T-Shirt",4099,"Clothing"
"Slim 3D Puzzle",799,"Puzzles"
"Elite Air Freshener",2499,"Car Accessories"
"Heavy Duty Dash Camera",11099,"Automotive"
"Slim Meditation Cushion",2599,"Yoga"
"Lite Sandals",8199,"Footwear"
"Ergonomic Army Set",749,"Action Figures"
"Compact Cookbook 3355",1599,"Books"
"Ultra History Book 3356",1199,"Non-Fiction"
"Wireless Hair Mask 3357",2399,"Haircare"
"Elite Mixer Grinder",11299,"Appliances"
"Advanced 5G Phone 3359",22199,"Smartphones"
"Dual Knife Set",3899,"Home & Kitchen"
"Portable Foundation",4999,"Makeup"
"Classic Dino Figure 3362",3249,"Action Figures"
"Smart Kettlebell 3363",3999,"Gym Equipment"
"Eco Friendly Chess Set",2249,"Board Games"
"Ergonomic Screen Protector 3365",2299,"Accessories"
"Fast Hoodie 3366",4199,"Clothing"
"Premium Formal Shoes",7799,"Footwear"
"High Performance Body Mist 3368",5799,"Fragrances"
"Digital Shampoo 3369",2199,"Haircare"
"Advanced Monopoly",1999,"Board Games"
"Pro Tent",2399,"Outdoor Sports"
"Advanced Reference Guide 3372",2299,"Academic"
"Slim Tyre Inflator",1399,"Car Accessories"
"Ultra Hair Mask 3374",2299,"Haircare"
"High Performance Novel 3375",1699,"Books"
"Smart Remote Control Car 3376",4799,"Toys & Games"
"Premium Water Bottle Cage 3377",2299,"Cycling"
"Classic Notebook",1399,"Stationery"
"Ultra Pliers 3379",7399,"Tools & Hardware"
"Ultra Sketch Pens 3380",1199,"Stationery"
"Ultra Badminton Racket 3381",8699,"Outdoor Sports"
"Advanced 3D Puzzle",599,"Puzzles"
"Dual Yoga Mat 3383",4399,"Sports & Fitness"
"Lite Bolster",2899,"Yoga"
"Ergonomic Stand",3149,"Accessories"
"Fast Jump Rope",13399,"Sports & Fitness"
"Eco Friendly Monopoly 3387",2949,"Board Games"
"Heavy Duty Math Kit",1599,"Educational Toys"
"High Performance Car Polish",799,"Car Accessories"
"Premium Convertible Tablet 3390",78699,"Tablets"
"Pro Play Kitchen 3391",1649,"Toys & Games"
"Dual Car Vacuum Cleaner 3392",13499,"Automotive"
"Classic Mystery Book 3393",599,"Fiction"
"Advanced Hammer",2999,"Tools & Hardware"
"Ergonomic Shampoo",1999,"Haircare"
"Digital Tyre Inflator 3396",1199,"Car Accessories"
"Premium Formal Shirt",3699,"Clothing"
"Eco Friendly Ceiling Fan 3398",17299,"Appliances"
"Dual Sandals 3399",899,"Footwear"
"Compact Sneakers 3400",1449,"Footwear"
"Eco Friendly Badminton Racket 3401",16299,"Outdoor Sports"
"Lite Knife Set 3402",1149,"Home & Kitchen"
"Premium Smart Watch",13699,"Electronics"
"Fast File Folder 3404",899,"Office Supplies"
"Wireless Bed Frame 3405",53999,"Furniture"
"Lite Bike Lock 3406",3099,"Cycling"
"Professional Tyre Inflator",999,"Car Accessories"
"High Performance Eye Cream",4599,"Skincare"
"Classic Bicycle Light 3409",1949,"Cycling"
"Heavy Duty Travel Guide",699,"Non-Fiction"
"Compact T-Shirt",4299,"Clothing"
"Pro Dumbbell Set",4399,"Sports & Fitness"
"Professional Romance Novel",249,"Fiction"
"Smart Conditioner 3414",1899,"Haircare"
"Fast Desk Organiser 3415",2699,"Office Supplies"
"Elite Globe",1699,"Educational Toys"
"Classic Dash Camera 3417",6399,"Automotive"
"Digital Hoodie 3418",4899,"Clothing"
"Advanced Highlighter Set 3419",1099,"Stationery"
"Heavy Duty LED Monitor",33949,"Electronics"
"Portable Wok",1249,"Cookware"
"Eco Friendly Wok",5199,"Cookware"
"High Performance Sci-Fi Novel",899,"Fiction"
"Eco Friendly Phone Case",2499,"Accessories"
"High Performance USB Hub 3425",81399,"Electronics"
"Professional Dash Camera 3426",5499,"Automotive"
"Advanced Face Wash",999,"Beauty & Personal Care"
"Ultra Weight Bench",38899,"Gym Equipment"
"Heavy Duty Car Polish 3429",249,"Car Accessories"
"Pro Room Freshener",7599,"Fragrances"
"Portable Mixer Grinder",15999,"Appliances"
"Dual Doll House",4099,"Toys & Games"
"Advanced Self Help Book",2299,"Books"
"Lite Gaming Laptop",34099,"Laptops"
"Ergonomic School Uniform 3435",449,"Kids Wear"
"Smart Joggers 3436",1499,"Kids Wear"
"Lite Ballpoint Pen",1449,"Stationery"
"Ultra Wok 3438",2899,"Cookware"
"Lite Novel 3439",1799,"Books"
"Classic Sun Shade 3440",2899,"Car Accessories"
"Dual Face Mask",1699,"Skincare"
"Heavy Duty Knife Set",4799,"Home & Kitchen"
"Eco Friendly Cleanser",1899,"Skincare"
"Advanced Body Lotion 3444",2899,"Beauty & Personal Care"
"Ultra Webcomic Collection 3445",1199,"Comics"
"Classic Jacket 3446",2099,"Clothing"
"Lite Doll House 3447",2649,"Toys & Games"
"Dual Anime Figure",1199,"Action Figures"
"Ultra Tyre Inflator 3449",899,"Car Accessories"
"Lite Math Kit 3450",2499,"Educational Toys"
"Fast Cookbook",1599,"Books"
"Advanced Stand",3399,"Accessories"
"Elite Water Bottle Cage 3453",399,"Cycling"
"Ultra Lipstick",3899,"Makeup"
"Lite Kids Tablet 3455",35799,"Tablets"
"Elite Art Book 3456",799,"Comics"
"Premium Joggers",1099,"Kids Wear"
"Wireless Whiteboard",1099,"Office Supplies"
"Compact Desk Organiser 3459",2499,"Office Supplies"
"Smart Eau de Toilette 3460",3149,"Fragrances"
"Ultra Bookshelf 3461",51099,"Furniture"
"Pro Moisturiser 3462",2199,"Beauty & Personal Care"
"Fast Puzzle Map",2099,"Educational Toys"
"Dual Printed Tee 3464",549,"Kids Wear"
"Ultra Measuring Tape",7649,"Tools & Hardware"
"Advanced USB Hub 3466",16099,"Electronics"
"Ultra Leggings",4699,"Women Fashion"
"Classic Art Book",399,"Comics"
"Pro Monopoly 3469",2899,"Board Games"
"Wireless Foam Roller 3470",449,"Yoga"
"Fast Denim Jeans 3471",1749,"Clothing"
"Digital Sticky Notes",1099,"Office Supplies"
"Professional Perfume",11799,"Fragrances"
"Lite Sci-Fi Novel 3474",499,"Fiction"
"Lite Eau de Toilette 3475",8299,"Fragrances"
"Heavy Duty Kadai 3476",4299,"Cookware"
"Ergonomic Knife Set 3477",4099,"Home & Kitchen"
"Digital Air Freshener",2499,"Car Accessories"
"Advanced Mattress Protector",3299,"Bedding"
"Advanced Ballpoint Pen",499,"Stationery"
"Smart 2-in-1 Laptop 3481",88799,"Laptops"
"Digital Printed Tee 3482",999,"Kids Wear"
"Professional Toy Train 3483",2599,"Toys & Games"
"Wireless Air Fryer",4299,"Appliances"
"Digital Budget Phone 3485",91799,"Smartphones"
"Premium Lipstick",4149,"Makeup"
"Wireless Robot Toy 3487",3749,"Action Figures"
"Lite Shampoo 3488",299,"Haircare"
"Classic Wooden Puzzle 3489",1949,"Puzzles"
"Ergonomic Geometric Box 3490",1099,"Stationery"
"Heavy Duty Bike Lock 3491",1399,"Cycling"
"Lite Hammer",5599,"Tools & Hardware"
"Premium Army Set 3493",3899,"Action Figures"
"High Performance Air Fryer 3494",6499,"Appliances"
"Compact Cutting Board 3495",4799,"Home & Kitchen"
"Smart Drawing Tablet",55099,"Tablets"
"Digital Mattress Protector 3497",6299,"Bedding"
"Ultra Polo Shirt 3498",2099,"Men Fashion"
"High Performance Tyre Inflator",2499,"Car Accessories"
"Portable LED Monitor 3500",73599,"Electronics"
"Eco Friendly Body Lotion 3501",2599,"Beauty & Personal Care"
"Ergonomic Ballpoint Pen",899,"Stationery"
